id;nome;youtube;phone;mail;web;facebook;twitter;descrizione;indirizzo;num_immagini;categoria;googlemap;citta;cap;provincia;servizi;altri_servizi;orari
106;TIJUANA;;338 6360999;manuel.tiju@gmail.com;;https://it-it.facebook.com/pages/category/Wine-Bar/Tijuana-correzzana-348353425291696/;;"Tijuana è un wine and cocktail bar e bistrot. Nasce dall'esigenza di creare un punto di incontro in una location accogliente ed elegante per una clientela di ogni età. Luogo ideale per trascorrere piacevoli serate in un ambiente unico e suggestivo in compagnia di bella musica e fantastici cocktail.
 
Photo credits Tijuana e Tijuana correzzana
";Via Principale, 34;2;ristorante,pub;https://maps.google.com/?daddr=45.663426,9.303704;Correzzana;;MB;;;
107;TRATTORIA DELLA PATATA;;039 2028679;trattoriadellapatata@tiscali.it;;www.facebook.com/TrattoriaDellaPatata;;"Situato a pochi passi dal centro storico di Monza la Trattoria della patata è un nuovissimo ristorante ma dal sapore antico.
Protagonista indiscusso ovviamente è il tubero proposto in diverse varianti. Da provare assolutamente gli Gnocchi rigorosamente fatti a mano conditi con sughi prelibati.
Il menù in continua evoluzione nella logica successione delle stagioni propone anche ottime pietanze a base di carne e di pesce, ma non mancano piatti  vegetariani.
";Via T. Campanella, 8;1;ristorante,trattorie;https://maps.google.com/?daddr=45.575904,9.280281;Monza;20900;MB;;;"Lunedì - sabato
11.45 - 14.00
"
108;TRATTORIA JOLLY SNC;;039 481413;flaviobrivio@alice.it;www.trattoriajolly.com;www.facebook.com/TrattoriaJolly;;"Alla Trattoria Jolly si respira da 40 anni aria di casa, con cucina tipica tradizionale brianzola. Il menu completo - primo, secondo, contorno e caffè - varia quotidianamente, ma il prezzo rimane fisso a 11€. Un angolo di pace nell'affollato quotidiano dove assaporare un pò di vecchia Brianza.
 
";via Carlo Cattaneo, 18;1;ristorante,trattorie;https://maps.google.com/?daddr=45.613721,9.250950;Lissone;20851;MB;Accesso Disabili,Accetta Bancomat/Carta di Credito/Ticket,Animali Ammessi,Aree per Gruppi,Bar/Lounge,Parcheggio;Servizio da asporto.;"Ristorante
da lunedì a venerdì: 12.00 - 14.00
sabato: 12.00 - 14.30
Bar
da lunedì a venerdì: 7.00 - 17.00
sabato: 7.30 - 17.30
"
109;UOVA & FARINA - LABORATORIO  PASTA FRESCA CON CUCINA;;039 5970916;info@uovaefarina.monza.it;www.uovaefarina.monza.it;https://www.facebook.com/uovaefarinamonza;;"Laboratorio di pasta fresca artigianale con possibilità di ristorazione diurna dal lunedì al sabato e serale venerdì e sabato. Tutto quando proposto è di nostra produzione. Utilizzo di materie prime di alta qualità. 
";Via Raffaele de Gradi 2;3;ristorante;https://maps.google.com/?daddr=45.574420,9.277880;;20900;MB;;Banco vendita per asporto, vendita pasta, sughi;"Lunedì
11.00 - 14.30
Dal martedì al giovedi
9.30 - 14.30
Venerdì e sabato
9.30 - 14.30  / 17.00 - 22.30
Domenica chiusi
"
110;VECCHIA OSTUNI;;039 2622776;info@vecchiaostuni.com;http://www.vecchiaostuni.com/;https://www.facebook.com/pg/vecchiaostuni.monza;;"I sapori della tipica pugliese.
Dagli antipasti che propongono ad esempio, polpo di scoglio condito con carciofo brindisino grigliato sott’olio, purea di ceci e menta nostrana oppure burrata ripiena di gamberone rosa con pistacchio nostrano tostato e soncino, passando ai primi piatti con il piatto simbolo di questo locale che è lo spaghettino con alici fresche e vongole su polvere di tarallo sopra e sotto e grattata di limone, oppure le classiche orecchiette con cime di rapa saltate con acciughe e peperoncino.
Passando ai secondi di pesce, le bombette di pesce spada con melanzana e provola dolce gratinati al forno oppure la cornucopia di branzino mediterraneo in camicia di scarola e salsa di vongole.
Per le carni, tra le altre pietanze, la grigliata di carne pugliese con gnumareddi, bombette di Cisternino, agnello nostrano e salsiccia di Martina Franca cotti al forno. Senza dimenticare anche le pucce con ingredienti vari (ad esempio il polpo o il gambero, oppure con hamburger e capocollo). Concludono questo viaggio gastronomico i dolci, come il pasticciotto leccese.
 
";Via Bergamo, 22;3;ristorante;https://maps.google.com/?daddr=45.583502,9.284677;Monza;20900;MB;;;"
Lunedì: chiuso
Da martedì a domenica


12.00 - 14.30  /  19.00 - 22.00

"
111;VICTORY 54 RISTORANTE PIZZERIA;;039 321795;info@victory54.it;www.victory54.it;www.facebook.com/Victory54-174402262725366/;;"Victory54 supporta da sempre arte e cultura e per questo motivo porta avanti un’iniziativa molto particolare: Libri in Transito. Si tratta di una ricca selezione di volumi, presenti all’ingresso del locale, liberamente consultabili, scambiabili e disponibili per essere portati a casa.
Ma Libri in Transito non è l’unica iniziativa promossa da Victory54 sensibile a cultura e creatività, infatti, il ristorante ha da poco aperto le sue porte ad artisti locali ed emergenti. Victory54 rappresenta molto più che un luogo in cui mangiare, è uno spazio artistico e culturale dove dipinti, fotografie e opere suscitano emozioni e curiosità.
Victory54 è un ristorante raffinato apprezzato da chi ama la carne, ma anche da chi adora i piatti di pesce, è inoltre pizzeria e regno delle serate a tema, le quali vengono periodicamente organizzate. Fiore all’occhiello del ristorante monzese è la carta dei vini: unica e particolarissima grazie alla sua ampia selezione di vini e alle carte d’identità che descrivono le bottiglie in ogni dettaglio.
";Via Aliprandi, 17;1;ristorante,pizzerie,pub;https://maps.google.com/?daddr=45.585543,9.280576;Monza;20900;MB;Bar/Lounge;;"Dal lunedì al sabato
12.00 - 14.00  /  19.00 - 22.30 
Giorno di chiusura: domenica
"
112;YAPA UAPA PEPE BY WINE LINE;;039 3902567; info@wine-line.it ;http://yapauapapepe.com/;;;"Cucina, chiacchiere e vino: questo è lo Yapa Uapa Pepe.
In zona centrale, Alberto ha saputo creare un angolo di buona cucina e di cordiale e genuina accoglienza.
Al tradizionale servizio ""wine bar"", si affianca una cucina curata che porta in tavola a pranzo e cena piatti gustosi e sfiziosi.


E’ un angolo di piacere, dove accomodarsi e rilassarsi.Sarete coccolati con una cucina genuina e curata. Qualche piatto inaspettato saprà stupirvi.
Il vino lo sceglierete insieme, se volete fidarvi e non mancherà una buona birra artigianale.
 
Sarete accolti anche a pranzo con il menù del giorno, un piatto speciale e un servizio semplice e sempre cortese.


";Via XX Settembre, 4;2;ristorante;https://maps.google.com/?daddr=45.579428,9.270310;Monza;;MB;;;"Dal lunedì al venerdì
pranzo e cena
Sabato
solo cena
Chiuso sabato a pranzo e domenica (tutto il giorno)
"
113;ACQUA  E FARINA RISTORANTE PIZZERIA STEAKHOUSE;;039 6893022;;www.acquaefarina.net;;;"Ristorante, Steakhouse e Pizzeria ad Agrate Brianza, con ampio parcheggio e veranda.
Mercato aperto dalle 7 alle 24 + Bar Bistrot
";Via dell'Artigianato, 4;3;pizzerie;https://maps.google.com/?daddr=45.567971,9.357422;Agrate Brianza;;MB;;;"Lunedì - venerdì    
12:00 - 15:00
19:00 - 0:00
Sabato - domenica 
12:00 - 15:30
19:00 - 0:00
"
126;MONTEMERLO 68 RISTORANTE PIZZERIA;;0362 970995; montemerlo68@gmail.com;www.ristorantemontemerlo68.it/ristorante;;;"Situato nel verde della Brianza dinanzi al bosco del Chignolo per piacevoli passeggiate, piccolo e accogliente con terrazza per godere della bella stagione. Cucina dai sapori mediterranei con prodotti esclusivamente italiani, freschi e di stagione. Si possono gustare sia piatti di mare che di terra. Semplicità ma tanta cura nella ricerca dei sapori essendo i titolari siciliani e pugliese.
 
Credits Montemerlo 68
";via Diaz, 68;2;pizzerie;https://maps.google.com/?daddr=45.670308,9.275819;Triuggio;;MB;;Asporto;"martedì: 12.00 - 14.30
da mercoledì a domenica
12.00 - 14.30  /  18.30 - 23.30
Chiuso il lunedì
"
130;PIZZERIA STEAK HOUSE KON TIKI;;039 328783;kontikiweb@gmail.com;https://www.kontikiristorante.com;;;"Una pizzeria moderna e dal design interno curato e accogliente, situata a Monza in via Sempione 12, posizione centrale, ma tranquilla e con ampia possibilità di parcheggio nelle vicinanze.
Il locale è composto da tre sale, di cui una attrezzata con maxischermi, e da un ampio giardino esterno per degustare, durante le fresche e piacevoli serate estive, le nostre specialità: pizze ovali servite su taglieri caldi in pietra ollare, primi di pasta fresca e carni pregiate di tutti i tipi.
";Via Sempione, 12;1;pizzerie;https://maps.google.com/?daddr=45.583773,9.266588;Monza;;MB;;;"Da lunedì a domenica:
12.00 - 14.00 / 19.00 - 24.00
 
"
131;POMODORO & BASILICO;;039 6614109;vimercate@pomodoroebasilico.com;www.pomodoroebasilico.com;;;"Pomodoro & Basilico, ristorante e pizzeria, è caratterizzato da un'ottima cucina fusion, ricette tipiche nazionali, miscelate a piatti tradizionali locali. L’ambiente giovane e dinamico accoglie una clientela alla ricerca di una buona cucina, dai gusti semplici e ben equilibrati. Provare per credere: Pomodoro & Basilico vi aspetta a Vimercate in via Burago 28!
";Via Burago 28;1;pizzerie;https://maps.google.com/?daddr=45.611073,9.378120;Vimercate;20871;MB;Accesso Disabili,Accetta Bancomat/Carta di Credito/Ticket,Animali Ammessi,Aree per Gruppi,Parcheggio,WI-FI;Cucina e pizza senza glutine;"Sempre aperto 7 giorni su 7 tutto l'anno.
Pranzo: 12.00 - 14.30
Cena: 19.00 - 23.30
"
136;RISTORANTE PIZZERIA AMALFI;;039 742110;;;https://www.facebook.com/Ristorante-Pizzeria-Amalfi-117700614982962/;;"La cucina semplice,curata dalla famiglia Scannapieco originaria della costiera amalfitana, propone piatti tipici: gnocchi alla sorrentina, scialatielli allo scoglio, paccheri al sugo Napoli, grigliata di pesce, totanetti alla griglia, babà, delizia al limone, pastiera napoletana.
La pizzeria offre una carta con oltre 30 proposte di ottima qualità. La più gettonata è la vera Napoli DOC, con mozzarella di bufala, pomodorini freschi e basilico.
";Via  E. Tazzoli, 4;2;pizzerie;https://maps.google.com/?daddr=45.570743,9.241983;Monza;;MB;;;
137;RISTORANTE PIZZERIA DEL CENTRO;;039 322264;info@pizzeriadelcentro.com;www.pizzeriadelcentro.com;www.facebook.com/Pizzeria-Del-Centro-113862508674681/;;"Il “Ristorante del Centro” è l’anello di congiunzione tra l’Hotel omonimo e la città, situato nel cuore del centro storico è il luogo dove chi soggiorna trova un’adeguata risposta alla sua ricerca di “bene-stare”.
Il ""Ristorante del Centro"" è il cuore di Nine Hotel, un fulcro di sapori, di relazioni ed esperienze che riflette lo spirito metropolitano della città, le sue tradizioni ed il respiro internazionale.
Ricerca quotidiana, tradizione decennale, qualità dei cibi ed un ambiente informale, sono la chiave del suo successo e la risposta ideale per chi vuole trasformare lo stare a tavola in un momento unico per riappropriarsi dei sapori e dei profumi della cucina.
";Via Spalto Isolino, 9;4;pizzerie;https://maps.google.com/?daddr=45.582491,9.276922;Monza;20900;MB;;;"Aperto tutti i giorni
"
141;RISTORANTE PIZZERIA IL DELFINO;;0362 557228; ildelfino2011@hotmail.it;https://ildelfinobarlassina.altervista.org/;https://www.facebook.com/IldelfinoBarlassina;;"Un luogo ideale per trascorrere una piacevole serata, organizzare una cena di lavoro o un incontro romantico, accogliente  anche per famiglie e giovani.
Un menu classico, viene completato da proposte serali di piatti con prodotti freschi di giornata e di stagione, una cucina mediterranea particolarmente curata a base di pesce che preserva freschezze e qualità.Non mancano pizze particolarmente gustose, tipiche napoletane, condite con amore e passione dal proprio pizzaiolo, cotte rigorosamente nel forno a legna.
";via Giuseppe Verdi, 41;2;pizzerie;https://maps.google.com/?daddr=45.654760,9.128042;Barlassina;;MB;;;"Pranzo 11.30 - 14.30
Cena 18.00 - 23.30 
Chiuso il mercoledì
"
145;RISTORANTE PIZZERIA PULCINELLA;;0362 236097;ristorantepulcinella84@virgilio.it ;www.ristorantepulcinellaseregno.it;;;"Il Ristorante Pulcinella dispone di due sale che forniscono più di sessanta coperti dove si organizzano, cene a tema, comunioni, cresime e tant’ altro. Il Pulcinella è un locale molto accogliente che vi propone oltre ad un'ottima pizza degli inconfondibili gusti del mediterraneo, anche dei piatti freschi e saporiti di Napoli!
 
Photo credits Ristorante Pulcinella
";Via S. Valeria, 84;1;pizzerie;https://maps.google.com/?daddr=45.653180,9.196390;Seregno;;MB;;Asporto e consegna a domicilio;"12.00 - 15.00  /  19.00 - 23.00
Mercoledì chiuso
"
149;TURNÈ;;039 3900389;;;https://www.facebook.com/pg/monzaturne/;;"A Monza, un ristorante di qualità, un bistrot accogliente e un cortile suggestivo: abbiamo creato diversi ambienti in un unico spazio per garantire un’offerta completa, tutti i giorni della settimana. Uno spazio che diventa una scatola, da riempire di eventi, concerti, mostre, incontri e appuntamenti. Questo spazio si chiama Turnè.
";via Bergamo, 3;4;pizzerie,pub;https://maps.google.com/?daddr=45.583913,9.282569;Monza;;MB;Accesso Disabili,Accetta Bancomat/Carta di Credito/Ticket,Animali Ammessi,WI-FI;;"Tutti i giorni
12.00 - 15.00  /  18.00 - 22.00
"
151;VILLA VECCHIA 1865 RISTORANTE PIZZERIA;;039 2325130;info@villavecchia1865.eu ;www.villavecchia1865.eu;;;"Alle porte della Brianza, una Pizzeria con due forni a legna, pizze tradizionali e speciali, anche da asporto. Al martedì il giropizza e il mercoledì la pizza in teglia. Tutti i giorni la novità del Pizzicotto e anche la pizza al metro. 
Un Ristorante solo su prenotazione che propone pranzi e cene a banchetto, a tema o buffet serviti. Specializzato in eventi come cerimonie, battesimi, comunioni, cresime, compleanni, cene aziendali.
 
Credits Villa Vecchia 1865
";Via Montello, 22;3;pizzerie;https://maps.google.com/?daddr=45.612323,9.299716;Villasanta;;MB;Accetta Bancomat/Carta di Credito/Ticket;;"Aperto tutte le sere
dalle ore 19.00
"
152;ANTICA TRATTORIA DEL BORGO;;039 670700 - 334 2988877;anticatrattoriadelborgocarnate@gmail.com;www.anticatrattoriadelborgodicarnate.com;;;"L'Antica Trattoria del Borgo di Carnate è una rinomata trattoria situata nella verdeggiante Brianza. 
Caratterizzata da un’atmosfera familiare, offre quotidianamente i migliori piatti della tradizione regionale italiana, con particolare attenzione alla cultura gastronomica lombarda e toscana. 
Ingredienti semplici e leggeri, sempre freschi e naturali, vengono combinati dallo chef Vito Chionna, che quotidianamente crea ricette tipiche della cultura italiana.
 
 
 
Photo Credits Antica Trattoria del Borgo
";via Barassi, 25;2;trattorie;https://maps.google.com/?daddr=45.646240,9.380210;Carnate;;MB;;;"Pranzo
da lunedì a sabato
e ogni ultima domenica del mese
Cena
da giovedì a sabato
 
"
157;TRATTORIA DA FABIO;;0362 902963;angelo.ballabio@tin.it;www.trattoriadafabio.com;;;"Trattoria di Fabio ti aspetta in questo meraviglioso angolo di Brianza per rifocillarti dopo una piacevole passeggiata all'aperto. Vieni a scoprire la genuina e gustosa cucina casereccia con un buon pranzo in trattoria.
Trattoria Da Fabio è il luogo ideale per organizzare cerimonie e matrimoni, cene e pranzi di lavoro, cene e pranzi all'aperto, feste a tema e cene per la degustazione dei vini.
La trattoria è amica della natura e degli animali: si trova immersa nel verde ed accanto ad un fiume e permette agli amici animali di entrare insieme ai loro padroni nel locale.
";Via Garibaldi, 16;2;trattorie;https://maps.google.com/?daddr=45.685050,9.234310;Verano Brianza;20843;MB;Accetta Bancomat/Carta di Credito/Ticket,Animali Ammessi,WI-FI;;"Aperto tutti i giorni.
Il locale è chiuso il sabato a pranzo; la sera, invece, è aperto tutta la settimana su prenotazione.
"
158;TRATTORIA DEI CACCIATORI;;039 870785;info@trattoriadeicacciatoribrugherio.it;www.trattoriadeicacciatoribrugherio.it;www.facebook.com/trattoriadeicacciatoribrugherio;;"Nel ristorante, a conduzione familiare, si possono gustare piatti della cucina tradizionale lombarda e veneta.
A pranzo la Trattoria dei Cacciatori propone un menù fisso da comporre tra i numerosi piatti del giorno; a cena vengono proposti vari menù a prezzo fisso. 
Tutti i piatti vengono preparati con cura rispettando la preparazione ed i sapori della cucina tradizionale. 
";via dei Mille, 5;2;trattorie;https://maps.google.com/?daddr=45.546643,9.303156;Brugherio;20861;MB;Accetta Bancomat/Carta di Credito/Ticket;A pranzo si accettano i Ticket ;"Da lunedì a sabato: 12.00 - 14.30
Da venerdì a sabato: 20.15 - 22.00
Da lunedì a giovedì: 20.15 - 22.00
(solo su prenotazione per min. 10 persone)
Si accetta solo prenotazione telefonica
 
"
160;TRATTORIA GASTRONOMIA SPOTTI;;0362 239465;;;/www.facebook.com/TrattoriaGastronomiaSpotti;;"Trattoria Gastronomia. Cucina italiana. Cucina tipica brianzola
 
Photo credits Trattoria Gastronamia Spotti
";Via Marconi, 6;2;trattorie,gastronomie;https://maps.google.com/?daddr=45.649987,9.202961;Seregno;;MB;;;"Da lunedì a sabato
12.00 - 14.00
Domenica chiuso
"
162;TRATTORIA LA RAVA E LA FAVA;;039 2752044;la.deca@hotmail.it;www.trattorialaravaelafava.net;www.facebook.com/TrattoriaLaRavaELaFava?fref=ts;;"Alla Rava e la Fava troverete una famiglia appassionata di cucina da generazioni. Ogni giorno cuciniamo prestando meticolosa attenzione alla qualità, alla provenienza ed alla stagionalità dei prodotti che utilizziamo. Siamo amanti della cucina autentica, regionale, semplice ed attenta ad ogni dettaglio ma ci piace anche  guardare al futuro, rielaborando i sapori di una volta attraverso delicati tocchi di contemporaneità.
Cucina tipica: risotto con salsiccia alla monzese, manzo alla california (brianza), maccheroni al barbera
";Cascina Campello, 1;1;trattorie;https://maps.google.com/?daddr=45.641001,9.286618;Biassono;20853;MB;Parcheggio;;"Pranzo: 12:00 - 14:00  
Cena: 20:00 - 21:30
Chiuso domenica sera e lunedì
"
165;CHIOSCO DELLA MONTAGNETTA;;388 3883950 ;chioscodellamontagnetta@lafataverde.it;www.lafataverde.it/chiosco-della-montagnetta;https://www.facebook.com/chioscodellamontagnetta/;;"Bar estivo all’aperto, situato nel verde del Parco di Monza, nei pressi dell’ingresso dell’autodromo, a 100 metri dall'ingresso carraio di via Villa a Vedano. Dispone di un centinaio di posti all'aperto e di un solarium (con sdraio per prendere il sole nel prato).
";Via della Montagnetta;1;pub;https://maps.google.com/?daddr=45.608812,9.277702;Monza;20900;MB;Accesso Disabili,Animali Ammessi,Aree per Gruppi,Parco Giochi Bambini;Spogliatoi con docce per gli sportivi, divisi per maschi e femmine, defibrillatore, giochi all'aperto (rete di pallavolo, rete e racchette di badmington), sedie e tavolini bassi per bambini;"MAR-VEN: 9.00 - 20.30
SAB-DOM: 8.00 - 20.30
Chiuso il lunedì
"
168;LA CORTE DEL LUPPOLO;;039 6919082;info@lacortedelluppolo.it;www.lacortedelluppolo.it;;;"Birreria con cucina, si servono esclusivamente le birre artigianali del birrificio Birra Eretica. Locale aperto tutte le sere, cucina bavarese e brianzola, musica dal vivo e serate a tema
 
Photo credits La corte del luppolo
 
";Via Libero Grassi, 17;1;pub,birrifici;https://maps.google.com/?daddr=45.614497,9.409189;Ornago;;MB;;;"Lunedì 17:00 - 01:00
Da martedì al sabato 17:00 - 2:00  
Domenica dalle 17:00 alle 00:00
"
169;MAGNA E BEVI MICHELAZZO;;0362 580841;info@magnaebevi.com;www.magnaebevi.com;;;"Magna & Bevi è l'evoluzione dello storico e famoso Il Forno dei Michelazzo, che ogni mattina, da oltre quarant'anni, sforna ottimo pane e deliziose focacce di produzione propria. Dal 2010 offre inoltre servizio di pasticceria, caffetteria e risto-lunch in un contesto moderno e dal design di classe, dove trovano spazio anche aperitivi, degustazioni e feste private. Tutto naturalmente home made e preparato con prodotti genuini di eccellente qualità.
 
Credits Magna & bevi 
";Viale Brianza, 91;1;pub;https://maps.google.com/?daddr=45.600950,9.175020;Varedo;;MB;Animali Ammessi,Sala Fumatori,WI-FI;;"da lunedì a sabato
6.30 - 20.30
domenica e festivi
7.00 - 20.30
"
171;SPEEDY;;039 321663;;www.speedymonza.it;www.facebook.com/Speedy-Pub-102383744136/;;"Lo Speedy Pub nasce nel 1992.
Da subito abbiamo cercato di rendere il locale un luogo caldo e confortevole, la cui identità potesse riconoscersi in quella di una panineria….E così è stato!
Lo Speedy, però, è molto di più: è attenzione ai particolari, è cura per i nostri piatti, è dedizione e passione per tutto ciò che offre, poichè soddisfare voi, i nostri clienti, non rappresenta solo la ragione da cui traiamo la carica per ciò che facciamo, ma è anche e soprattutto il risultato che ci prefiggiamo di raggiungere ogni giorno con il nostro lavoro.
Grazie all’esperienza acquisita con gli anni, ai preziosi consigli di amici, collaboratori e clienti fedeli, siamo riusciti ad offrirvi un servizio via via migliore. Infatti, i lunghi orari di apertura permettono a una variegata clientela di trovare un accogliente e sempre aperto punto di ristoro; la velocità nella preparazione dei piatti (non per niente il nome “Speedy”) va di comune accordo con l’esiguità dei tempi a disposizione per la pausa pranzo dei clienti-lavoratori e il servizio d’asporto consente di trovare pronto, per l’orario concordato, ciò che si è ordinato telefonicamente.
";via Moncenisio, 14;1;pub;https://maps.google.com/?daddr=45.584290,9.265190;Monza;20900;MB;;;"Tutti i giorni
12.00 - 15.00  /  19.00 - 24.00
 
"
175;WoNDeR CaFè;;039 6020106;wondercafe@hotmail.it;;https://www.facebook.com/wondercafesulbiate;;"Bar caffetteria, tavola fredda, happy hour, eventi, feste, compleanni, weekend fino a tardi, calciobalilla, area esterna, free wifi, tv.
 
";Via Don Pietro Mandelli, 51;1;pub;https://maps.google.com/?daddr=45.631910,9.418970;Sulbiate;20884;MB;Animali Ammessi,Aree per Gruppi,Parcheggio,WI-FI;ticket restaurant;"Orario invernale 
martedì - venerdì: 7.00 - 19.30        
sabato: 7.30 - 21.30     
domenica: 8.00 - 12.30
Orario estivo
martedì - venerdì: 7.00 - 21.00         
sabato: 7.30 - 22.30     
domenica: 8.00 - 12.30  /  17.00 - 21.00 
"
176;AGRITURISMO AGRODOLCE;;0362 941532   345 5157327;info@agriturismoagrodolce.it;www.agriturismoagrodolce.it;;;"L'agriturismo AgroDolce è sito nella campagna della città di Besana in in Brianza, all'interno del parco della Valletta, circondato da verdi colline, laghi e dalle suggestive vette che circondano il lago di Lecco, vi ritroverete in un ambiente immerso nella natura in grado di dedicarvi tranquillità e relax. La costruzione realizzata interamente in legno, nel totale rispetto dell'ambiente, si caratterizza inserendosi perfettamente nel contesto legato alla natura, offrendo una calda accoglienza ai propri ospiti. Pernottamento con prima colazione in agriturismo con sistemazione in camere intime, accoglienti e confortevoli in grado di offrire un gradevolo soggiorno di lavoro.
";Via Piave, 39;2;agriturismo;https://maps.google.com/?daddr=45.679739,9.242423;Besana Brianza;20045;MB;;;"Da martedì a domenica:
12.00 - 14.30 / 20.00 - 01.00 (a cena aperto solo su prenotazione)
Domenica e sabato a pranzo aperto solo per prenotazioni
"
177;AGRITURISMO CASCINA GALLINA;;039 6956383  338 5300734;massimo.gianni@gmail.com;www.cascinagallina.com;;;"L’attività agrituristica consiste nella preparazione di piatti tradizionali della cucina lombarda, con particolare interesse alla rivisitazione di antiche ricette locali. L’utilizzo dei prodotti dell'agrigurismo conferisce genuinità e gusto particolare ai loro menù. Le verdure e le carni bovine, suine e avicunicole sono prodotte in azienda. Per le verdure l’azienda è stata convertita all’agricoltura biologica.
";via San Rocco, 28;1;agriturismo;https://maps.google.com/?daddr=45.608335,9.457954;Busnago;;MB;;;
178;AGRITURISMO CASCINA MAGANA;;+39 331 3856923;agriturismo@cascinamagana.it;www.cascinamagana.it;https://www.facebook.com/agriturismo-cascina-magana-186052176004/timeline?ref=page_internal;;"Da oltre 65 anni, su una superficie di 55 ettari, l'agriturismo coltiva cereali, mais, frumento, orzo, avena, soia, colza, si allevano suini che poi trasformano nei salumi che vendono direttamente nel loro spaccio e che servono agli ospiti dell’agriturismo.
Animali da bassa corte (galline, polli, oche, caprette), il grande orto biologico e lo spaccio agricolo. L'agriturismo mette a disposizione camere confortevoli e un ottimo ristorante. 
";Via Cascina Magana, 2;3;agriturismo;https://maps.google.com/?daddr=45.589870,9.393900;Burago di Molgora;;MB;;Menù personalizzabili per eventi e gruppi;"Cucina
venerdì e sabato a cena
domenica e festivi a pranzo
Per giorni diversi occore telefonare
 
Pernottamenti
sempre aperto
"
179;AGRITURISMO FONDO BRUGAROLO;;039 6022104;info@fondobrugarolo.it;www.fondobrugarolo.it;www.facebook.com/fondobrugaroloagriturismo/;;"Fondo Brugarolo offre una cucina che affonda le sue radici nella tradizione lombarda e meneghina ma volta con sguardo attento alla pratica contemporanea.
Nella nostra cucina rispettiamo la stagionalità dei prodotti ponendo particolare attenzione alla scelta della materia prima proveniente dal nostro territorio. Le verdure, soprattutto in estate, provengono dal nostro orto e le erbe aromatiche prodotte nelle serre secondo i dettami dell’agricoltura biologica, sono alla base di tutti i nostri piatti.
Le proposte variano in base alla disponibilità di materie prime sia orto-frutticole che di carni entrambe per la maggior parte prodotte e allevate all’interno del fondo nel rispetto della natura in tutte le sue forme
";via Manzoni, 15;2;agriturismo;https://maps.google.com/?daddr=45.639556,9.434978;Sulbiate;20884;MB;;Centro benessere;"Da martedì a venerdì:  
pranzo dalle ore 11.00
cena dalle ore 19.00
Sabato: 19.00 - 22.00
Domenica: 12.00 - 18.00
"
180;AGRITURISMO LA CAMILLA;;039 647289;info@lacamilla.it;www.lacamilla.it;https://www.facebook.com/La-Camilla-119645614739/;;"L’agriturismo La Camilla è situata in Lombardia, nella provincia di Monza e Brianza a soli pochi chilometri dal centro di Milano. All’interno dell’agriturismo trovano spazio una fattoria con animali da cortile, pecore brianzole, maiali, manzette, cavalli, gli orti, un frutteto, un vivaio, una chiesetta, due laghetti artificiali, ristoro agrituristico, carrozze d’epoca, bar bistrot, camere e sale meeting. L’agriturismo La Camilla è frequentata abitualmente da ospiti del mondo dello spettacolo e del cinema ed è set abituale di spot pubblicitari per le reti Mediaset. E’ stata scenario di partenza del reality televisivo “La fattoria”, prima edizione. Ha ospitato i concorrenti de “La pupa e il secchione” in onda su Italia 1.
";via Dante Alighieri, 267;2;agriturismo;https://maps.google.com/?daddr=45.599238,9.353890;Concorezzo;;MB;;;"Ristorante
sabato e domenica, 12.30 - 14.00
sabato e domenica dalle 18.00 solo per eventi
da lunedì a venerdì solo su richiesta per eventi
 
Bistrot
tutti i giorni, 7.30 - 18.00
servizi di caffetteria, pranzo alla carta, merende, aperitivi
"
181;ALMA BIRRIFICIO MONZESE;;3342564537;info@almabirrificio.it;www.almabirrificio.it;https://www.facebook.com/almabirrificiomonzese;;"Produzione e vendita di birra artigianale. 
Il birrificio, avviato nel 2013, si trova a Monza affacciato sul magnifico Parco. E' un impianto ""verde"" in quanto non emette emissioni in atmosfera: i processi per la lavorazione, l’imbottigliamento e la conservazione sono stati curati con attenzione così da garantire una produzione green. L’obiettivo resta quello di stabilire un legame tra noi che produciamo birra in modo artigianale e tutti voi, appassionati e competenti, che cercate il piacere di gustare un sorso di buona birra, d’estate o d’inverno, in compagnia o in piacevole solitudine e tranquillità.
Contatattaci per serate di degustazione.
";Via Lecco 168;1;fastfood,birrifici;https://maps.google.com/?daddr=45.595509,9.294394;MONZA;20900;MB;Accesso Disabili,Animali Ammessi,Parcheggio,WI-FI;;"Martedì e mercoledì 8.30 - 18 
Giovedì 9 - 18
Venerdì 16 - 19
Sabato 10 - 19
Domenica e lunedì chiuso.
"
182;IL LUCULLIANO;;039 367653;gastronomia@illuculliano.it;;https://it-it.facebook.com/Il.Luculliano;;"La gastronomina Il Luculliano è un piacere per gli occhi e per il palato, è una tappa obbligatoria per chi ricerca la qualità a tavola
";via Luciano Manara 12;1;fastfood,gastronomie;https://maps.google.com/?daddr=45.588885,9.263112;Monza;20900;MB;;;"Martedì - Sabato: 9.00 - 13 e 15.30 - 19.30
Chiuso la domenica e il lunedì mattino
"
